"name" "type" "expected_age" "hdi_95" "lower_95_hdr" "upper_95_hdr" "agreement" "overall_agreement" "model_agreement" "modelname"
"534" "date" -7401.54273606768 395 -7579.5 -7184.5 98.9 NA NA "n_italy_meso"
"535" "date" -6284.51825534797 340 -6429.5 -6089.5 100.8 NA NA "n_italy_meso"
"536" "date" -6486.82269353269 385 -6644.5 -6259.5 100.5 NA NA "n_italy_meso"
"537" "date" -6525.24052070499 415 -6689.5 -6274.5 100.2 NA NA "n_italy_meso"
"538" "date" -7281.80082213353 420 -7489.5 -7069.5 100.1 NA NA "n_italy_meso"
"570" "date" -5386.45721021004 325 -5539.5 -5214.5 100.9 NA NA "n_italy_meso"
"571" "date" -6489.95420323902 380 -6644.5 -6264.5 100 NA NA "n_italy_meso"
"572" "date" -7639.53406100021 455 -7934.5 -7479.5 102.2 NA NA "n_italy_meso"
"573" "date" -7882.3269047859 585 -8189.5 -7604.5 100.6 NA NA "n_italy_meso"
"574" "date" -5851.86057408501 335 -6009.5 -5674.5 99.7 NA NA "n_italy_meso"
"589" "date" -6382.80895144908 355 -6584.5 -6229.5 100.3 NA NA "n_italy_meso"
"590" "date" -6854.21289096782 455 -7064.5 -6609.5 100.1 NA NA "n_italy_meso"
"591" "date" -7564.31804581689 400 -7749.5 -7349.5 100.4 NA NA "n_italy_meso"
"592" "date" -7920.72997556153 600 -8209.5 -7609.5 98.9 NA NA "n_italy_meso"
"593" "date" -8059.71701430401 505 -8289.5 -7784.5 96.7 NA NA "n_italy_meso"
"594" "date" -8273.2680523026 580 -8539.5 -7959.5 98.6 NA NA "n_italy_meso"
"595" "date" -8356.70811409195 595 -8609.5 -8014.5 100.7 NA NA "n_italy_meso"
"596" "date" -8421.05841387772 350 -8619.5 -8269.5 102 NA NA "n_italy_meso"
"597" "date" -5905.4063744128 315 -6054.5 -5739.5 100.5 NA NA "n_italy_meso"
"621" "date" -7752.00771773069 615 -8159.5 -7544.5 104.1 NA NA "n_italy_meso"
"622" "date" -8619.93524011775 730 -9039.5 -8309.5 100.4 NA NA "n_italy_meso"
"668" "date" -5778.33282371522 340 -5969.5 -5629.5 99.1 NA NA "n_italy_meso"
"669" "date" -7221.38304187321 445 -7484.5 -7039.5 100.5 NA NA "n_italy_meso"
"670" "date" -7262.41314691393 415 -7479.5 -7064.5 100.3 NA NA "n_italy_meso"
"671" "date" -8534.14650405056 440 -8739.5 -8299.5 99.9 NA NA "n_italy_meso"
"674" "date" -6344.54352108747 465 -6559.5 -6094.5 100.2 NA NA "n_italy_meso"
"675" "date" -6674.06894794285 565 -7024.5 -6459.5 100 NA NA "n_italy_meso"
"676" "date" -6749.86319613017 520 -7029.5 -6509.5 100.2 NA NA "n_italy_meso"
"677" "date" -7136.57428530843 630 -7454.5 -6824.5 100.2 NA NA "n_italy_meso"
"678" "date" -7242.21053238302 420 -7474.5 -7054.5 100.5 NA NA "n_italy_meso"
"679" "date" -7605.23280818952 555 -7924.5 -7369.5 101.7 NA NA "n_italy_meso"
"680" "date" -7646.29024364879 455 -7934.5 -7479.5 102.1 NA NA "n_italy_meso"
"681" "date" -7808.40187729931 580 -8169.5 -7589.5 103.5 NA NA "n_italy_meso"
"682" "date" -8293.05935292796 580 -8544.5 -7964.5 99 NA NA "n_italy_meso"
"683" "date" -8311.29881308926 580 -8549.5 -7969.5 99.9 NA NA "n_italy_meso"
"684" "date" -8421.88996872197 350 -8619.5 -8269.5 101.9 NA NA "n_italy_meso"
"685" "date" -8694.3038729307 760 -9114.5 -8354.5 102.5 NA NA "n_italy_meso"
"686" "date" -8814.86517841292 580 -9134.5 -8554.5 100.4 NA NA "n_italy_meso"
"687" "date" -6133.57496639201 440 -6364.5 -5924.5 99.9 NA NA "n_italy_meso"
"688" "date" -6382.69576278082 340 -6569.5 -6229.5 100.3 NA NA "n_italy_meso"
"689" "date" -6434.69932090611 350 -6594.5 -6244.5 100.2 NA NA "n_italy_meso"
"690" "date" -6592.26709168059 480 -6899.5 -6419.5 99.4 NA NA "n_italy_meso"
"691" "date" -6690.03403710759 560 -7024.5 -6464.5 99.7 NA NA "n_italy_meso"
"692" "date" -6689.81344358775 555 -7024.5 -6469.5 99.8 NA NA "n_italy_meso"
"693" "date" -6763.01528462169 520 -7034.5 -6514.5 100.2 NA NA "n_italy_meso"
"694" "date" -6762.98821282487 520 -7034.5 -6514.5 100.1 NA NA "n_italy_meso"
"695" "date" -6898.15528031821 515 -7164.5 -6649.5 100.3 NA NA "n_italy_meso"
"699" "date" -5858.1793885853 305 -6014.5 -5709.5 99.9 NA NA "n_italy_meso"
"700" "date" -6161.76468042734 375 -6369.5 -5994.5 99.8 NA NA "n_italy_meso"
"701" "date" -6575.72351989729 395 -6809.5 -6414.5 99.8 NA NA "n_italy_meso"
"702" "date" -6811.86740616169 455 -7049.5 -6594.5 100.1 NA NA "n_italy_meso"
"703" "date" -6871.19041198934 480 -7124.5 -6644.5 100.2 NA NA "n_italy_meso"
"704" "date" -7212.78281826107 620 -7484.5 -6864.5 100.6 NA NA "n_italy_meso"
"705" "date" -7343.6756744117 455 -7534.5 -7079.5 99.3 NA NA "n_italy_meso"
"706" "date" -7537.55065477489 380 -7724.5 -7344.5 99.6 NA NA "n_italy_meso"
"707" "date" -7941.9475231798 615 -8224.5 -7609.5 98 NA NA "n_italy_meso"
"849" "date" -8676.22172156652 765 -9109.5 -8344.5 102.1 NA NA "n_italy_meso"
"N_Italy_meso_dates" "model" NA NA NA NA NA NA NA "n_italy_meso"
"N_Italy_meso_end" "date" -5797.2772870751 450 -6019.5 -5569.5 NA NA NA "n_italy_meso"
"N_Italy_meso" "model" NA NA NA NA NA NA NA "n_italy_meso"
NA "model" NA NA NA NA NA 108.2 129.8 "n_italy_neo"
"N_Italy_neo_start" "date" -5709.83300452778 70 -5744.5 -5674.5 NA NA NA "n_italy_neo"
"36" "date" -4999.45340120648 355 -5204.5 -4849.5 104.7 NA NA "n_italy_neo"
"40" "date" -4998.60764277779 355 -5204.5 -4849.5 104.7 NA NA "n_italy_neo"
"41" "date" -5049.38189456163 360 -5214.5 -4854.5 106.2 NA NA "n_italy_neo"
"42" "date" -5057.72959133225 425 -5284.5 -4859.5 105.8 NA NA "n_italy_neo"
"43" "date" -5068.64679859411 415 -5294.5 -4879.5 105.1 NA NA "n_italy_neo"
"44" "date" -5100.68836966657 400 -5299.5 -4899.5 103 NA NA "n_italy_neo"
"45" "date" -5182.50408572607 505 -5459.5 -4954.5 100.4 NA NA "n_italy_neo"
"46" "date" -5271.04074458114 415 -5469.5 -5054.5 99.9 NA NA "n_italy_neo"
"47" "date" -5274.62366488883 410 -5469.5 -5059.5 99.9 NA NA "n_italy_neo"
"48" "date" -5404.00567608612 385 -5604.5 -5219.5 99.9 NA NA "n_italy_neo"
"49" "date" -5424.3013650672 390 -5614.5 -5224.5 99.9 NA NA "n_italy_neo"
"50" "date" -5580.28787964727 225 -5704.5 -5479.5 104 NA NA "n_italy_neo"
"51" "date" -5581.01409993556 225 -5704.5 -5479.5 104.1 NA NA "n_italy_neo"
"52" "date" -5583.97313167724 220 -5699.5 -5479.5 104.4 NA NA "n_italy_neo"
"53" "date" -5585.66644357546 220 -5699.5 -5479.5 104.5 NA NA "n_italy_neo"
"54" "date" -5634.89165138411 195 -5724.5 -5529.5 112.2 NA NA "n_italy_neo"
"55" "date" -5654.85370673591 175 -5734.5 -5559.5 110.3 NA NA "n_italy_neo"
"56" "date" -5656.28285965352 175 -5734.5 -5559.5 108.7 NA NA "n_italy_neo"
"57" "date" -4980.21553437612 360 -5204.5 -4844.5 100.2 NA NA "n_italy_neo"
"58" "date" -4980.271831913 360 -5204.5 -4844.5 100.2 NA NA "n_italy_neo"
"59" "date" -4986.30961927744 355 -5204.5 -4849.5 102.1 NA NA "n_italy_neo"
"60" "date" -4986.16029839066 355 -5204.5 -4849.5 102.2 NA NA "n_italy_neo"
"61" "date" -5013.63365107938 345 -5204.5 -4859.5 106.2 NA NA "n_italy_neo"
"62" "date" -5028.9897719997 345 -5204.5 -4859.5 106.7 NA NA "n_italy_neo"
"63" "date" -5045.20641510212 360 -5214.5 -4854.5 106.3 NA NA "n_italy_neo"
"64" "date" -5045.18298524299 355 -5209.5 -4854.5 106.4 NA NA "n_italy_neo"
"65" "date" -5083.25338957952 410 -5299.5 -4889.5 104.1 NA NA "n_italy_neo"
"66" "date" -5087.56736254113 405 -5299.5 -4894.5 103.9 NA NA "n_italy_neo"
"67" "date" -5091.87298279211 400 -5299.5 -4899.5 103.5 NA NA "n_italy_neo"
"68" "date" -5096.11203377299 400 -5299.5 -4899.5 103.2 NA NA "n_italy_neo"
"69" "date" -5146.80629565856 415 -5354.5 -4939.5 101 NA NA "n_italy_neo"
"70" "date" -5161.56843714878 405 -5359.5 -4954.5 100.7 NA NA "n_italy_neo"
"71" "date" -5161.46619111319 405 -5359.5 -4954.5 100.6 NA NA "n_italy_neo"
"72" "date" -5171.88982137772 415 -5369.5 -4954.5 100.5 NA NA "n_italy_neo"
"73" "date" -5182.5918713882 505 -5459.5 -4954.5 100.3 NA NA "n_italy_neo"
"74" "date" -5217.73985471666 460 -5464.5 -5004.5 100.1 NA NA "n_italy_neo"
"75" "date" -5306.04679347206 400 -5474.5 -5074.5 99.9 NA NA "n_italy_neo"
"76" "date" -5311.82892632195 400 -5474.5 -5074.5 99.9 NA NA "n_italy_neo"
"77" "date" -5333.16713204733 435 -5509.5 -5074.5 99.8 NA NA "n_italy_neo"
"78" "date" -5403.04286452497 385 -5604.5 -5219.5 99.9 NA NA "n_italy_neo"
"79" "date" -5439.52703830961 385 -5614.5 -5229.5 99.9 NA NA "n_italy_neo"
"80" "date" -5442.37678471657 380 -5614.5 -5234.5 100 NA NA "n_italy_neo"
"81" "date" -5551.87918582852 305 -5694.5 -5389.5 101.7 NA NA "n_italy_neo"
"82" "date" -5598.57951017029 220 -5704.5 -5484.5 106 NA NA "n_italy_neo"
"83" "date" -5598.60564263782 220 -5704.5 -5484.5 106 NA NA "n_italy_neo"
"84" "date" -5625.57815759608 235 -5719.5 -5484.5 110 NA NA "n_italy_neo"
"85" "date" -5626.11759964125 235 -5719.5 -5484.5 110.2 NA NA "n_italy_neo"
"86" "date" -5638.3904858454 195 -5724.5 -5529.5 113 NA NA "n_italy_neo"
"87" "date" -5656.26783915049 175 -5734.5 -5559.5 108.6 NA NA "n_italy_neo"
"88" "date" -5657.28718451276 175 -5734.5 -5559.5 107.1 NA NA "n_italy_neo"
"89" "date" -5663.65758032541 170 -5734.5 -5564.5 91.7 NA NA "n_italy_neo"
"90" "date" -5664.23128843511 170 -5734.5 -5564.5 89.5 NA NA "n_italy_neo"
"91" "date" -5665.45556933066 165 -5734.5 -5569.5 85 NA NA "n_italy_neo"
"92" "date" -5667.29133796372 165 -5734.5 -5569.5 77.2 NA NA "n_italy_neo"
"93" "date" -5671.89925499423 165 -5739.5 -5574.5 54.1 NA NA "n_italy_neo"
"94" "date" -5679.66258848304 105 -5734.5 -5629.5 19.1 NA NA "n_italy_neo"
"99" "date" -5087.66402610962 405 -5299.5 -4894.5 103.8 NA NA "n_italy_neo"
"100" "date" -5228.54569949312 460 -5469.5 -5009.5 100.2 NA NA "n_italy_neo"
"101" "date" -5362.40807251192 345 -5554.5 -5209.5 99.9 NA NA "n_italy_neo"
"102" "date" -5380.33093802867 335 -5549.5 -5214.5 99.9 NA NA "n_italy_neo"
"103" "date" -5424.03269345784 390 -5614.5 -5224.5 99.9 NA NA "n_italy_neo"
"104" "date" -4986.4042349422 355 -5204.5 -4849.5 102.1 NA NA "n_italy_neo"
"105" "date" -4989.50502118103 355 -5204.5 -4849.5 102.9 NA NA "n_italy_neo"
"106" "date" -5013.6007144237 345 -5204.5 -4859.5 106.3 NA NA "n_italy_neo"
"107" "date" -5228.41354901034 450 -5469.5 -5019.5 100 NA NA "n_italy_neo"
"115" "date" -5113.93951733093 395 -5304.5 -4909.5 102.2 NA NA "n_italy_neo"
"116" "date" -5228.59768738088 450 -5464.5 -5014.5 100 NA NA "n_italy_neo"
"117" "date" -5352.97745380051 405 -5529.5 -5124.5 99.9 NA NA "n_italy_neo"
"118" "date" -5025.15240142948 340 -5204.5 -4864.5 106.7 NA NA "n_italy_neo"
"120" "date" -5160.60556784151 405 -5359.5 -4954.5 100.7 NA NA "n_italy_neo"
"121" "date" -5092.73645935786 400 -5299.5 -4899.5 103.4 NA NA "n_italy_neo"
"122" "date" -5442.19884700521 385 -5614.5 -5229.5 99.9 NA NA "n_italy_neo"
"123" "date" -5114.04326458598 395 -5304.5 -4909.5 102.3 NA NA "n_italy_neo"
"124" "date" -5177.20660293711 415 -5369.5 -4954.5 100.4 NA NA "n_italy_neo"
"125" "date" -5045.19489841495 360 -5214.5 -4854.5 106.4 NA NA "n_italy_neo"
"126" "date" -5045.10225620599 355 -5209.5 -4854.5 106.4 NA NA "n_italy_neo"
"127" "date" -5072.24673180568 410 -5294.5 -4884.5 104.8 NA NA "n_italy_neo"
"128" "date" -5076.43929752172 410 -5294.5 -4884.5 104.6 NA NA "n_italy_neo"
"129" "date" -5132.4556623081 410 -5319.5 -4909.5 101.5 NA NA "n_italy_neo"
"138" "date" -5131.42479526549 410 -5319.5 -4909.5 101.5 NA NA "n_italy_neo"
"139" "date" -5267.47946755347 415 -5469.5 -5054.5 100 NA NA "n_italy_neo"
"140" "date" -5300.4627068617 405 -5474.5 -5069.5 99.9 NA NA "n_italy_neo"
"141" "date" -5265.03787652778 415 -5469.5 -5054.5 99.9 NA NA "n_italy_neo"
"142" "date" -5521.43564353472 280 -5654.5 -5374.5 100.4 NA NA "n_italy_neo"
"160" "date" -5171.97483488524 415 -5369.5 -4954.5 100.5 NA NA "n_italy_neo"
"161" "date" -5182.64631398732 505 -5459.5 -4954.5 100.4 NA NA "n_italy_neo"
"162" "date" -4980.24279199781 360 -5204.5 -4844.5 100.3 NA NA "n_italy_neo"
"205" "date" -5045.15871965667 355 -5209.5 -4854.5 106.4 NA NA "n_italy_neo"
"206" "date" -5078.84802079636 410 -5299.5 -4889.5 104.4 NA NA "n_italy_neo"
"207" "date" -5126.63607234321 405 -5314.5 -4909.5 101.7 NA NA "n_italy_neo"
"210" "date" -5053.53989008521 420 -5279.5 -4859.5 106 NA NA "n_italy_neo"
"211" "date" -5228.86181375291 440 -5469.5 -5029.5 100 NA NA "n_italy_neo"
"212" "date" -5277.05868694695 410 -5469.5 -5059.5 99.9 NA NA "n_italy_neo"
"213" "date" -5013.60399182489 345 -5204.5 -4859.5 106.3 NA NA "n_italy_neo"
"214" "date" -5435.87399056186 385 -5614.5 -5229.5 99.9 NA NA "n_italy_neo"
"215" "date" -5488.10688900922 295 -5624.5 -5329.5 100.2 NA NA "n_italy_neo"
"216" "date" -5492.48567500189 290 -5624.5 -5334.5 100.1 NA NA "n_italy_neo"
"217" "date" -5495.08632057223 295 -5624.5 -5329.5 100.1 NA NA "n_italy_neo"
"218" "date" -5513.59605264509 285 -5649.5 -5364.5 100.4 NA NA "n_italy_neo"
"232" "date" -5488.05428295495 290 -5624.5 -5334.5 100 NA NA "n_italy_neo"
"233" "date" -5592.77716288617 220 -5699.5 -5479.5 105.3 NA NA "n_italy_neo"
"235" "date" -5343.38071018242 440 -5519.5 -5079.5 99.9 NA NA "n_italy_neo"
"281" "date" -5240.87668926051 425 -5469.5 -5044.5 100.1 NA NA "n_italy_neo"
"282" "date" -5252.89434365126 420 -5469.5 -5049.5 100 NA NA "n_italy_neo"
"288" "date" -5442.24504430091 385 -5614.5 -5229.5 100 NA NA "n_italy_neo"
"289" "date" -5460.72819104238 300 -5614.5 -5314.5 100 NA NA "n_italy_neo"
"290" "date" -5353.05348050767 445 -5529.5 -5084.5 99.9 NA NA "n_italy_neo"
"349" "date" -4980.31650157911 360 -5204.5 -4844.5 100.2 NA NA "n_italy_neo"
"350" "date" -5013.71638001746 345 -5204.5 -4859.5 106.2 NA NA "n_italy_neo"
"351" "date" -5521.44921598242 280 -5654.5 -5374.5 100.5 NA NA "n_italy_neo"
"352" "date" -5676.7253669554 110 -5739.5 -5629.5 30.6 NA NA "n_italy_neo"
"405" "date" -4982.55346358289 360 -5204.5 -4844.5 101.1 NA NA "n_italy_neo"
"406" "date" -5006.51532987489 350 -5204.5 -4854.5 105.6 NA NA "n_italy_neo"
"407" "date" -5010.09832973208 350 -5204.5 -4854.5 105.9 NA NA "n_italy_neo"
"408" "date" -5025.24074058187 340 -5204.5 -4864.5 106.6 NA NA "n_italy_neo"
"409" "date" -5190.24747319002 475 -5464.5 -4989.5 100.3 NA NA "n_italy_neo"
"410" "date" -5125.88179822432 405 -5314.5 -4909.5 101.7 NA NA "n_italy_neo"
"411" "date" -5240.65153584006 425 -5469.5 -5044.5 100 NA NA "n_italy_neo"
"414" "date" -4986.24837231031 355 -5204.5 -4849.5 102.1 NA NA "n_italy_neo"
"415" "date" -4980.36358752211 360 -5204.5 -4844.5 100.2 NA NA "n_italy_neo"
"437" "date" -5079.04174092846 410 -5299.5 -4889.5 104.3 NA NA "n_italy_neo"
"438" "date" -5109.64105970707 395 -5304.5 -4909.5 102.5 NA NA "n_italy_neo"
"442" "date" -5005.15483172034 350 -5204.5 -4854.5 105.4 NA NA "n_italy_neo"
"471" "date" -5568.85308605283 290 -5709.5 -5419.5 103 NA NA "n_italy_neo"
"472" "date" -5045.25765417245 360 -5214.5 -4854.5 106.3 NA NA "n_italy_neo"
"473" "date" -5082.3641937807 410 -5299.5 -4889.5 104.2 NA NA "n_italy_neo"
"474" "date" -5106.05012974811 395 -5299.5 -4904.5 102.6 NA NA "n_italy_neo"
"475" "date" -5151.66160655723 410 -5354.5 -4944.5 100.9 NA NA "n_italy_neo"
"476" "date" -5158.54779930938 405 -5354.5 -4949.5 100.7 NA NA "n_italy_neo"
"477" "date" -5164.58767669098 410 -5364.5 -4954.5 100.7 NA NA "n_italy_neo"
"478" "date" -5189.25797554941 475 -5464.5 -4989.5 100.3 NA NA "n_italy_neo"
"479" "date" -5219.24566288598 460 -5464.5 -5004.5 100.1 NA NA "n_italy_neo"
"480" "date" -5285.22901008364 410 -5469.5 -5059.5 99.9 NA NA "n_italy_neo"
"481" "date" -5318.3149189626 400 -5474.5 -5074.5 99.9 NA NA "n_italy_neo"
"482" "date" -5473.69325315467 290 -5619.5 -5329.5 100 NA NA "n_italy_neo"
"483" "date" -5079.79956321263 410 -5299.5 -4889.5 104.3 NA NA "n_italy_neo"
"484" "date" -5079.88089718922 410 -5299.5 -4889.5 104.3 NA NA "n_italy_neo"
"485" "date" -5106.00019159857 395 -5299.5 -4904.5 102.7 NA NA "n_italy_neo"
"486" "date" -5153.42576605486 410 -5354.5 -4944.5 100.9 NA NA "n_italy_neo"
"487" "date" -5154.46959577537 410 -5354.5 -4944.5 100.8 NA NA "n_italy_neo"
"488" "date" -5207.36141081476 465 -5464.5 -4999.5 100.1 NA NA "n_italy_neo"
"489" "date" -5207.20310807829 470 -5464.5 -4994.5 100.2 NA NA "n_italy_neo"
"490" "date" -5294.97165855443 405 -5474.5 -5069.5 99.9 NA NA "n_italy_neo"
"491" "date" -5294.76922296346 405 -5474.5 -5069.5 99.9 NA NA "n_italy_neo"
"492" "date" -5525.37973576707 280 -5654.5 -5374.5 100.6 NA NA "n_italy_neo"
"493" "date" -5553.85375382645 305 -5694.5 -5389.5 101.9 NA NA "n_italy_neo"
"494" "date" -5113.8669638434 395 -5304.5 -4909.5 102.2 NA NA "n_italy_neo"
"526" "date" -5406.67779098919 385 -5604.5 -5219.5 100 NA NA "n_italy_neo"
"527" "date" -5074.56351542408 410 -5294.5 -4884.5 104.7 NA NA "n_italy_neo"
"528" "date" -5182.67940620883 505 -5459.5 -4954.5 100.4 NA NA "n_italy_neo"
"529" "date" -5240.47922187739 425 -5469.5 -5044.5 100 NA NA "n_italy_neo"
"530" "date" -5312.08187261037 400 -5474.5 -5074.5 100 NA NA "n_italy_neo"
"531" "date" -5424.3093935294 390 -5614.5 -5224.5 99.9 NA NA "n_italy_neo"
"554" "date" -5153.33653619035 410 -5354.5 -4944.5 100.8 NA NA "n_italy_neo"
"555" "date" -5163.59095961326 405 -5359.5 -4954.5 100.6 NA NA "n_italy_neo"
"556" "date" -5061.89000891132 430 -5289.5 -4859.5 105.5 NA NA "n_italy_neo"
"557" "date" -5092.72219409904 400 -5299.5 -4899.5 103.5 NA NA "n_italy_neo"
"558" "date" -5172.97694965525 415 -5369.5 -4954.5 100.5 NA NA "n_italy_neo"
"562" "date" -5398.02941028141 385 -5604.5 -5219.5 100 NA NA "n_italy_neo"
"563" "date" -5050.96191315002 420 -5279.5 -4859.5 106.1 NA NA "n_italy_neo"
"576" "date" -5028.30697451117 345 -5204.5 -4859.5 106.7 NA NA "n_italy_neo"
"577" "date" -5034.58370957461 345 -5209.5 -4864.5 106.7 NA NA "n_italy_neo"
"578" "date" -5058.61816880993 430 -5289.5 -4859.5 105.8 NA NA "n_italy_neo"
"579" "date" -5058.3579745363 430 -5289.5 -4859.5 105.8 NA NA "n_italy_neo"
"580" "date" -5063.50910988065 430 -5289.5 -4859.5 105.4 NA NA "n_italy_neo"
"581" "date" -5076.26885744113 410 -5294.5 -4884.5 104.6 NA NA "n_italy_neo"
"601" "date" -5021.41716591328 340 -5204.5 -4864.5 106.5 NA NA "n_italy_neo"
"602" "date" -5045.95105788583 360 -5214.5 -4854.5 106.4 NA NA "n_italy_neo"
"603" "date" -5182.56177274395 505 -5459.5 -4954.5 100.4 NA NA "n_italy_neo"
"604" "date" -5228.47965553014 450 -5464.5 -5014.5 100 NA NA "n_italy_neo"
"605" "date" -5288.83299941635 405 -5469.5 -5064.5 99.9 NA NA "n_italy_neo"
"606" "date" -5371.45831172258 330 -5544.5 -5214.5 99.8 NA NA "n_italy_neo"
"607" "date" -5626.0915791257 235 -5719.5 -5484.5 110.2 NA NA "n_italy_neo"
"615" "date" -4989.21469458763 355 -5204.5 -4849.5 103 NA NA "n_italy_neo"
"616" "date" -5006.59966642685 350 -5204.5 -4854.5 105.6 NA NA "n_italy_neo"
"617" "date" -5046.7472860976 360 -5214.5 -4854.5 106.3 NA NA "n_italy_neo"
"618" "date" -5049.35974917496 420 -5279.5 -4859.5 106.2 NA NA "n_italy_neo"
"619" "date" -5021.2162592803 340 -5204.5 -4864.5 106.6 NA NA "n_italy_neo"
"620" "date" -5276.95729200937 410 -5469.5 -5059.5 99.9 NA NA "n_italy_neo"
"653" "date" -5382.30305127856 335 -5549.5 -5214.5 99.8 NA NA "n_italy_neo"
"654" "date" -4992.78199095948 355 -5204.5 -4849.5 103.6 NA NA "n_italy_neo"
"655" "date" -5014.58369096619 345 -5204.5 -4859.5 106.2 NA NA "n_italy_neo"
"672" "date" -5021.3320071831 340 -5204.5 -4864.5 106.5 NA NA "n_italy_neo"
"673" "date" -5433.2421689627 385 -5614.5 -5229.5 99.9 NA NA "n_italy_neo"
"697" "date" -4999.27881104381 355 -5204.5 -4849.5 104.8 NA NA "n_italy_neo"
"698" "date" -5496.80087679681 295 -5629.5 -5334.5 100.1 NA NA "n_italy_neo"
"708" "date" -5021.20794969786 340 -5204.5 -4864.5 106.6 NA NA "n_italy_neo"
"709" "date" -5029.09903358098 345 -5204.5 -4859.5 106.7 NA NA "n_italy_neo"
"710" "date" -5584.06630628411 220 -5699.5 -5479.5 104.5 NA NA "n_italy_neo"
"711" "date" -5630.49291661304 230 -5719.5 -5489.5 111.2 NA NA "n_italy_neo"
"712" "date" -5633.63384950026 200 -5724.5 -5524.5 111.9 NA NA "n_italy_neo"
"719" "date" -4980.25443652296 360 -5204.5 -4844.5 100.3 NA NA "n_italy_neo"
"720" "date" -4997.32984794442 355 -5204.5 -4849.5 104.5 NA NA "n_italy_neo"
"721" "date" -4998.13006925412 355 -5204.5 -4849.5 104.5 NA NA "n_italy_neo"
"722" "date" -5020.53289653393 340 -5204.5 -4864.5 106.5 NA NA "n_italy_neo"
"723" "date" -5021.19501292745 340 -5204.5 -4864.5 106.6 NA NA "n_italy_neo"
"724" "date" -5023.57120589871 340 -5204.5 -4864.5 106.6 NA NA "n_italy_neo"
"725" "date" -5061.96148232454 430 -5289.5 -4859.5 105.6 NA NA "n_italy_neo"
"726" "date" -5070.21677055724 415 -5294.5 -4879.5 104.9 NA NA "n_italy_neo"
"727" "date" -5077.19795253375 410 -5294.5 -4884.5 104.5 NA NA "n_italy_neo"
"728" "date" -5077.9799927175 410 -5299.5 -4889.5 104.4 NA NA "n_italy_neo"
"729" "date" -5113.85885839041 395 -5304.5 -4909.5 102.3 NA NA "n_italy_neo"
"730" "date" -5172.98173021417 415 -5369.5 -4954.5 100.5 NA NA "n_italy_neo"
"731" "date" -5463.38948541726 300 -5619.5 -5319.5 100.1 NA NA "n_italy_neo"
"732" "date" -5474.60043659145 290 -5619.5 -5329.5 100 NA NA "n_italy_neo"
"733" "date" -5483.58489855434 290 -5619.5 -5329.5 100.1 NA NA "n_italy_neo"
"734" "date" -5513.55552533898 285 -5649.5 -5364.5 100.3 NA NA "n_italy_neo"
"758" "date" -5264.92225238807 415 -5469.5 -5054.5 99.9 NA NA "n_italy_neo"
"759" "date" -5272.15546100006 410 -5469.5 -5059.5 99.9 NA NA "n_italy_neo"
"760" "date" -5285.44156312929 405 -5469.5 -5064.5 99.9 NA NA "n_italy_neo"
"775" "date" -5033.09474553935 345 -5209.5 -4864.5 106.7 NA NA "n_italy_neo"
"834" "date" -4986.84239123312 355 -5204.5 -4849.5 102.3 NA NA "n_italy_neo"
"835" "date" -5078.96241340742 405 -5294.5 -4889.5 104.3 NA NA "n_italy_neo"
"845" "date" -5362.29284511363 345 -5554.5 -5209.5 99.9 NA NA "n_italy_neo"
"846" "date" -5455.19288977824 305 -5619.5 -5314.5 100 NA NA "n_italy_neo"
"847" "date" -5502.75738198575 295 -5629.5 -5334.5 100.2 NA NA "n_italy_neo"
"850" "date" -5013.88438736033 345 -5204.5 -4859.5 106.2 NA NA "n_italy_neo"
"851" "date" -5112.29282278612 395 -5304.5 -4909.5 102.3 NA NA "n_italy_neo"
"852" "date" -5202.68442860226 470 -5464.5 -4994.5 100.2 NA NA "n_italy_neo"
"856" "date" -4989.99339328296 355 -5204.5 -4849.5 103.1 NA NA "n_italy_neo"
"857" "date" -5004.9231482831 350 -5204.5 -4854.5 105.5 NA NA "n_italy_neo"
"858" "date" -5013.64120987421 345 -5204.5 -4859.5 106.2 NA NA "n_italy_neo"
"859" "date" -5057.65063282476 425 -5284.5 -4859.5 105.8 NA NA "n_italy_neo"
"860" "date" -5673.22186355668 115 -5739.5 -5624.5 47.2 NA NA "n_italy_neo"
"N_Italy_neo_phase" "model" NA NA NA NA NA NA NA "n_italy_neo"
"N_Italy_neo_end" "date" -4868.75996686796 85 -4914.5 -4829.5 NA NA NA "n_italy_neo"
"N_Italy_neo" "model" NA NA NA NA NA NA NA "n_italy_neo"
NA "model" NA NA NA NA NA 95.4 95.1 "s_italy_meso"
"S_Italy_meso_start" "date" -8823.52325092499 635 -9189.5 -8554.5 NA NA NA "s_italy_meso"
"Marine20_2" "curve" NA NA NA NA NA NA NA "s_italy_meso"
"LocalMarine_2" "number" -130.221624650136 110 -186 -76 100.1 NA NA "s_italy_meso"
"21" "date" -7277.81331611972 475 -7514.5 -7039.5 100 NA NA "s_italy_meso"
"IntCal20_2" "curve" NA NA NA NA NA NA NA "s_italy_meso"
"319" "date" -6310.23530859113 370 -6459.5 -6089.5 99.9 NA NA "s_italy_meso"
"320" "date" -7133.75128881762 630 -7454.5 -6824.5 100 NA NA "s_italy_meso"
"321" "date" -7826.53441178827 585 -8174.5 -7589.5 99.9 NA NA "s_italy_meso"
"322" "date" -7887.3521008102 595 -8194.5 -7599.5 99.9 NA NA "s_italy_meso"
