"Name","Date","Uncertainty"
231,7760,90
261,7860,90
262,8040,90
263,8160,90
264,8750,90
265,8960,90
266,9120,90
384,7740,90
385,7920,90
389,7400,90
713,7127,90
714,7678,90
715,7860,90
785,8080,90
786,8190,90
787,8350,90
788,8410,90
789,8780,90
790,8358,90
791,8512,90
