"Name","Date","Uncertainty"
254,9100,100
255,9330,100
256,9490,100
257,7000,60
338,8110,80
339,9140,70
340,9370,80
394,7380,90
395,8590,90
396,8840,120
397,8590,90
398,8780,110
399,8780,110
400,8840,120
401,9220,100
402,9420,90
403,7460,90
404,9370,150
468,8823,40
469,8885,65
588,7480,100
609,7330,85
610,8080,90
611,8450,90
612,8780,90
613,8890,90
614,8990,90
667,8565,80
696,9458,91
