depth	min	max	median	mean
1140	4012	4405	4209	4216
1240	4352	5233	4930	4892
1340	4559	6180	5665	5569
1440	5746	6247	6066	6044
1540	6219	7006	6468	6519
1640	6781	7171	6904	6930
1740	7288	7389	7340	7341
1840	7325	7401	7360	7361
1940	7339	7445	7381	7381
2040	7367	7517	7403	7409
2140	7379	7606	7425	7438
2240	7800	8079	7931	7941
2340	8171	8686	8434	8445
2440	8549	8785	8650	8656
2540	8681	9142	8861	8867
2640	8743	9248	8931	8942
2740	8779	9428	8996	9018
2840	9454	9841	9634	9634
