depth	min	max	median	mean
1140	6970	7223	7082	7095
1240	7024	7242	7118	7128
1340	7045	7270	7170	7160
1440	7089	7296	7202	7193
1540	7143	7311	7228	7227
1640	7173	7346	7264	7261
1740	7249	7360	7310	7307
1840	7293	7385	7354	7352
1940	7330	7422	7386	7384
2040	7354	7457	7403	7403
2140	7365	7501	7420	7422
2240	7872	7961	7915	7915
2340	8344	8472	8405	8407
2440	8611	8770	8670	8682
2540	8660	8861	8739	8739
2640	8675	8974	8795	8796
2740	9098	9386	9252	9248
2840	9420	9902	9711	9699
